FP1     FP2     F3      F4      C3      C4      P3      P4      O1      O2      F7      F8      T7      T8      P7      P8      Fz      Cz      Pz      A1      A2      EKG     ATM     EO1     EO2     EM1     EM2     PHO    
 -16.174 5.09559 21.1834 22.6123 24.6537 29.4461 -1.0882 11.6937 -26.258 -12.943 -13.966 11.1698 21.5394 0.79486 -8.9272 1.36117 37.7843 31.5257 18.1909  -31.47 -8.3645 0.56834 21.7731 21.3449 21.7816 20.6132 21.7972  14.914
 -15.341 6.73576 21.7569 21.9544 24.9102 31.9537 -0.6169 14.7748  -26.53 -12.145 -12.281  12.393 24.7568 0.07758 -5.2616 3.82827 38.5446 29.4383 16.4228 -36.596 -3.9124 0.92029 21.7913  21.341 21.7495 20.6265 21.8217  14.914
 -14.369 8.27469 22.0522 21.5587 25.8714 34.8053 0.81421 18.2509 -26.033 -10.492 -10.198 14.0963 28.3834 -0.1865 -0.7753 6.97609 39.1954 27.4556 15.0875  -42.26 -3.3895 1.39534 21.8116  21.335 21.6996  20.634 21.8296  14.914
 -13.371 9.51448 22.1549 21.3453 27.4344 37.8272 3.02005 21.8786 -24.914 -8.2447 -7.8389 16.0214 32.0959 -0.1402 4.23279 10.6703 39.6634 25.6616 14.0831 -45.481 -2.1998 2.04706 21.8255 21.3233 21.6421 20.6387 21.8242  14.914
  -12.49 10.3365  22.135 21.2497  29.433 40.8481 5.79489 25.5225 -23.339 -5.5855 -5.3883 17.8511 35.5215 0.06795 9.42681 14.8526 39.8962 24.1224 13.3626 -43.871 2.58695 2.96751 21.8274 21.3057 21.5857 20.6469  21.808  14.914
  -11.83 10.7496 22.0508 21.2219 31.6802 43.7166 8.95345 29.1735 -21.411 -2.5607 -3.0475 19.3133 38.3519 0.37078 14.5013 19.5379 39.8992 22.9344 13.0027 -38.463 11.3331 4.20058 21.8165 21.2878 21.5338 20.6633 21.7802  14.914
 -11.388 10.8897 21.9643 21.2057  34.001 46.3089 12.3287 32.9047 -19.131  0.8912   -0.98 20.2622 40.4376 0.79602 19.2334 24.7574 39.7388 22.2214 13.1828 -32.798 22.4522   5.705 21.7901 21.2746 21.4888 20.6871 21.7393  14.914
 -11.046 10.9619 21.9394  21.136 36.2491 48.5301 15.7586 36.7933 -16.426 4.86947 0.73961 20.6947  41.796 1.44127 23.5288 30.4801 39.4801  22.056 14.0863 -29.041 34.4262 7.36151 21.7449 21.2656 21.4567 20.7131 21.6889  14.914
 -10.621 11.1762 22.0171 20.9702 38.3138 50.3416 19.1052 40.8774 -13.203 9.45501 2.14238 20.7194 42.5265 2.47944 27.4287 36.5884 39.1255 22.4061 15.8316 -25.804 47.2903 9.00949  21.681 21.2577 21.4444 20.7368 21.6358  14.914
 -9.9227 11.7122 22.1883 20.7201 40.1239 51.7992 22.3079   45.17 -9.3765 14.6995 3.33506 20.5203 42.7428 4.15325  31.073 42.9148 38.6298 23.1793 18.4967 -20.547 61.8884 10.5146 21.6065 21.2523 21.4502 20.7558 21.5862  14.914
 -8.7844 12.6935 22.3772 20.4674 41.6508   53.05 25.4132 49.6796 -4.8858 20.6301 4.45535 20.3189 42.5891 6.68636 34.6492 49.2898 37.9572  24.301 22.1678 -13.286 78.1927 11.8114 21.5346 21.2545 21.4616 20.7685 21.5439  14.914
 -7.0887 14.1553 22.4414 20.3607 42.8983 54.2746 28.5362 54.3913 0.28889 27.2255 5.64373 20.3366 42.2671 10.1626 38.3515   55.56 37.1051 25.7335 26.9128 -6.6369 94.8305 12.8786 21.4765 21.2644 21.4664 20.7706 21.5113  14.914
 -4.8215 16.0329 22.2111 20.5768 43.8862 55.6163 31.7865 59.2274 6.10897 34.3821 7.02301 20.7572 42.0216  14.486 42.3571  61.578 36.0689 27.4278 32.7024 -2.2659 110.326 13.7035 21.4368 21.2734 21.4646 20.7573 21.4896  14.914
 -2.1054 18.1942 21.5623  21.242 44.6573 57.1441 35.2132 64.0459 12.4726 41.9108 8.67464 21.7118 42.1122 19.4307 46.7986 67.2046 34.8191 29.2772 39.3659 1.32754 124.035 14.2827 21.4132 21.2714 21.4652 20.7281  21.479  14.914
 0.84536 20.4762 20.4895 22.3542 45.3162 58.8531 38.7941 68.6781 19.2179  49.563 10.6348 23.2686 42.7772  24.694 51.7214 72.3364 33.3379 31.1309 46.6081 6.66128 135.685 14.6217 21.4014 21.2563  21.476  20.689 21.4777  14.914
 3.81041 22.6937 19.1364 23.7571 46.0559 60.6634 42.4669 72.9487 26.1434  57.053 12.9036 25.3915 44.1946 29.9115 57.0632 76.9136 31.6752  32.851 54.0543 13.7308  144.73 14.7124 21.3968  21.236 21.4979 20.6477 21.4825 14.9141
   6.604 24.6489 17.7566 25.1899 47.1174 62.4051 46.1572 76.6595  33.032 64.0603  15.429 27.9075  46.457 34.6826 62.6705 80.8649 29.9646 34.3603 61.2932 19.7759 150.488 14.5451 21.3989 21.2192 21.5287 20.6084  21.489 14.9141
 9.05691 26.1496 16.6224 26.3788 48.6924 63.8351 49.7608 79.5787 39.6437 70.2339 18.0792 30.5351 49.5414 38.6398 68.3131 84.0523 28.3805 35.6442 67.8998 22.5652 152.904 14.1431 21.4149 21.2052 21.5687 20.5725 21.4921 14.9141
  11.017 27.0335 15.9395 27.1201 50.8315 64.7097 53.1062 81.4696 45.6926 75.2227 20.6419 32.9461 53.2609 41.5264 73.6843 86.2858 27.0881 36.7366 73.4527 22.7821 152.501 13.5526 21.4532 21.1876 21.6208 20.5421  21.487 14.9141
  12.382 27.1947 15.8024 27.3238 53.4119 64.8601 55.9544 82.1421 50.8602 78.7241  22.846 34.8295 57.2461 43.2246 78.4202  87.378 26.2293 37.7215 77.5798 22.6195 149.382 12.8102 21.5184 21.1656 21.6839 20.5223 21.4706 14.9141
 13.0935 26.5996 16.1917 27.0168 56.1709 64.2098 58.0502 81.4906  54.849 80.5202 24.4058 35.9435 61.0049 43.7392 82.1518 87.1748 25.9121 38.7259 80.0351 22.7326 142.655 11.9197 21.6178 21.1467  21.747 20.5179 21.4429 14.9141
  13.104 25.2799 17.0003 26.3153 58.7741 62.7641  59.195 79.5221 57.4504 80.5139 25.0916 36.1488 64.0313 43.1856 84.5714 85.5824 26.1872 39.8883  80.765 21.5397 130.864 10.8201 21.7612 21.1374 21.7952 20.5295 21.4055 14.9141
 12.3895 23.3146 18.0795  25.378 60.8826 60.6147 59.2983 76.3828 58.6057 78.7886 24.8149 35.4223 65.9133 41.7737  85.493 82.6342 27.0236 41.3077  79.904 17.8523 113.063 9.36948 21.9524 21.1359 21.8218  20.552 21.3616 14.9141
 11.0011 20.8241 19.2856 24.3546 62.2037 57.9404 58.3726 72.3516 58.4128 75.6309  23.671 33.8567 66.4036 39.7819  84.871 78.5456 28.3008  42.987 77.6972 13.0747 89.1137 7.38485 22.1821 21.1353 21.8298  20.579 21.3154 14.9141
 9.07507 17.9734 20.5113 23.3497 62.5324 54.9739 56.4966 67.7812 57.0724 71.4688 21.8837  31.637 65.4277 37.5033 82.7757 73.6751 29.8387 44.8131  74.423 9.74268 59.0847 4.72537 22.4306 21.1303 21.8232 20.6076 21.2712 14.9141
 6.77064 14.9398 21.7027 22.4076 61.7961 51.9423 53.7993 63.0255  54.852 66.7742 19.6983  28.981 63.0651  35.137 79.3848 68.4289 31.4602 46.6062 70.3652 8.49319 23.1323   1.378 22.6769 21.1211 21.8005 20.6374 21.2324 14.9141
 4.21262 11.8574 22.8526 21.5175  60.063 49.0203 50.4562 58.3867 52.0771 61.9855 17.3129 26.0856 59.5447 32.7142 74.9895 63.1888 33.0502  48.207 65.8137 7.62528 -17.562 -2.4629 22.9033 21.1111 21.7607 20.6665 21.2017 14.9141
 1.49733 8.80573 23.9609 20.6517 57.4781 46.3295  46.651 54.0934 49.0753 57.4522 14.8515 23.1252 55.2168 30.1887 69.9466 58.2822 34.5611 49.5333 61.0432 5.99499 -59.177  -6.342 23.0962  21.101  21.712 20.6911 21.1809 14.9141
 -1.2938  5.8372 24.9835 19.8211 54.1748 43.9692 42.5138 50.2987   46.08 53.3958 12.3457 20.2707 50.4659 27.6083 64.5818 53.9588 35.9634 50.5625 56.2498 5.17996 -95.377 -9.5917 23.2418 21.0865 21.6704 20.7086 21.1716 14.9141
  -4.104 2.98686 25.8201 19.1031 50.2467 42.0364 38.1018 47.0762 43.1886 49.8985 9.74148 17.6822 45.6107 25.1509 59.1357 50.3694 37.2065  51.282 51.5015 7.66761 -120.76 -11.515 23.3255  21.065 21.6482 20.7197 21.1732 14.9141
 -6.8758 0.26859 26.3403 18.6239 45.7861 40.6134 33.4333 44.4118 40.3887  46.923 6.96731 15.4781 40.8699 22.9841 53.7751 47.5609  38.231 51.6655 46.7566 13.5475 -134.42 -11.612 23.3424 21.0404 21.6458 20.7265  21.182 14.9141
 -9.5058 -2.3117 26.4169 18.5199 40.9349  39.738 28.5345 42.2154 37.6108 44.3712 4.01512  13.713 36.4077 21.1369 48.6302 45.5069 39.0021  51.696 41.9462 20.1811 -139.46 -9.7382 23.3031 21.0196 21.6556 20.7291 21.1932 14.9141
 -11.867 -4.7506 25.9686 18.8877   35.92  39.391 23.4821  40.378 34.8102 42.1856  0.9559 12.3685 32.3752 19.5298 43.8445 44.1809 39.5177 51.4192 37.0618 25.2854 -138.97 -6.1433 23.2245 21.0051 21.6704 20.7252 21.2052 14.9141
 -13.867 -7.0579 25.0062 19.7339 31.0603 39.5079 18.4361 38.8368 32.0399 40.4199 -2.0957  11.371 28.8951 18.0996  39.615 43.6158 39.7968 50.9782 32.1871 29.2542 -133.22  -1.397 23.1167 20.9946 21.6886 20.7118 21.2208 14.9141
  -15.46 -9.2501 23.6386  20.966 26.7428 39.9815 13.6491 37.5817 29.4533 39.2057 -4.9952 10.6369 26.0515 16.8764 36.1819 43.8791 39.8862 50.5984 27.4794 33.7881 -120.94 3.74664 22.9801 20.9859 21.7078 20.6877 21.2437 14.9141
 -16.616 -11.335 22.0324 22.4266 23.3755 40.6594 9.45724  36.622 27.2689 38.6762 -7.5523 10.1012 23.9258 15.9489 33.7803 45.0047 39.8757  50.532 23.1398 38.8931 -102.28 8.52343 22.8181 20.9807 21.7192  20.655 21.2749 14.9142
 -17.287 -13.304 20.3762 23.9252 21.3304 41.3724 6.24584 35.9612  25.751 38.9304 -9.5329 9.71916 22.6121 15.3662 32.6064 46.9527 39.9035 51.0115 19.3941 42.1713 -79.852 12.3534 22.6479 20.9811 21.7117 20.6172  21.312 14.9142
  -17.41 -15.124 18.8672 25.2577 20.8721 41.9809 4.37302 35.5893 25.1807 40.0294 -10.707 9.45788 22.1765 15.0874 32.7977 49.6061 40.1345   52.21 16.4637 41.6475 -56.331 14.9583 22.4936 20.9857 21.6822 20.5784 21.3509 14.9142
 -16.937 -16.738 17.6803 26.2498  22.075  42.404 4.06624 35.4771 25.7849 41.9863  -10.94 9.28288 22.6035 15.0458 34.3922 52.7924 40.6908  54.166 14.5043 38.6413 -32.613 16.3368 22.3672 20.9902 21.6389 20.5429 21.3877 14.9142
 -15.886 -18.092 16.9208  26.813 24.7832 42.6356 5.36104 35.5914 27.6641 44.7667 -10.258 9.16034 23.7727 15.2338  37.291 56.3366 41.5785 56.7258 13.5624 36.6309 -9.6755 16.6562 22.2613  20.993 21.5951 20.5169 21.4213 14.9142
 -14.371 -19.162  16.609 26.9529 28.6586 42.7395 8.11708 35.9168 30.7675 48.3059 -8.8331 9.06169 25.4885 15.6774 41.2723 60.0941  42.683 59.5824 13.5959 37.3768  9.1854 16.1511 22.1632 20.9971  21.559 20.5059 21.4526 14.9142
 -12.567 -19.974 16.6972   26.74 33.2587 42.7923 12.0551 36.4207 34.9013 52.4867 -6.9047 8.95155 27.5341 16.3677 46.0248 63.9074 43.8199 62.3624 14.5093 39.0758 19.9784 15.0738 22.0692 21.0081 21.5296 20.5101  21.481 14.9142
  -10.62 -20.567 17.0886 26.2847 38.0975 42.8098 16.7767 36.9835 39.7539  57.087 -4.6961 8.77883 29.6846 17.2852 51.1717 67.5483 44.7773 64.6792  16.147 38.6953 21.6347 13.6672 21.9832 21.0295 21.5014 20.5247 21.5033 14.9142
 -8.5955 -20.921 17.6571 25.7162 42.7098 42.7427 21.8018 37.3942 44.9429 61.7702 -2.3625 8.49065 31.7193 18.4771 56.3163 70.7364  45.338 66.1661 18.2707 35.6168 17.4909 12.1296 21.9064 21.0587 21.4746 20.5457 21.5169 14.9142
   -6.47 -20.947 18.2697 25.1578 46.7164  42.528 26.6362 37.4185 50.0614 66.1277 0.02438 8.06265 33.4839  20.039  61.104 73.2123 45.3049 66.5271 20.5761 32.0829 13.4064 10.6036 21.8351 21.0895 21.4549 20.5723 21.5222 14.9142
  -4.167 -20.533 18.8117  24.703  49.851 42.0979 30.8341 36.8484 54.7014 69.7163 2.46365 7.51291 34.9567 22.0031 65.2395 74.7711 44.5257 65.5862 22.7523 29.9022 14.1264 9.19779 21.7726  21.117 21.4454 20.6043 21.5205 14.9142
 -1.5827 -19.576 19.2171 24.3933 51.9687 41.3472 34.0434 35.5107 58.4737 72.0837 5.01832  6.8976 36.2639 24.2865 68.4559 75.2449  42.919 63.3172 24.5487 27.7436 20.7155 7.99011 21.7345 21.1389  21.444 20.6379   21.51 14.9142
 1.36532 -17.986 19.4854 24.2114 53.0656   40.16 36.0515 33.2996 61.0511 72.8315 7.80209 6.29449 37.6271 26.7314 70.5162 74.5114  40.508 59.8581 25.8207 22.6443 31.1842 7.00665 21.7367 21.1531 21.4498 20.6669 21.4871 14.9142
 4.67516 -15.723  19.663 24.1036 53.2794 38.5001 36.8171 30.2446 62.2314 71.7222 10.9429 5.76373 39.2734  29.166 71.2798 72.5505 37.4212 55.4925 26.5307 13.9422 43.3034 6.23073 21.7802 21.1557   21.47 20.6869 21.4527 14.9142
 8.25061 -12.825 19.8111 24.0115 52.8408  36.458 36.4385 26.5394  61.961 68.7567 14.5325 5.32645 41.3694 31.4616 70.7494 69.4859 33.8667 50.5904 26.7095 4.67528 56.2354 5.64724 21.8508 21.1443 21.5149 20.6969 21.4131 14.9142
 11.9537  -9.415 19.9844 23.8868 51.9893 34.2062 35.0746 22.4863 60.3014 64.1545  18.573 4.98795 43.9671 33.5589 69.0388 65.5611 30.1041 45.5363 26.4203 -1.4077 69.9131 5.26543 21.9321 21.1229 21.5854 20.6984 21.3742 14.9142
 15.6548 -5.6609 20.2164 23.6986 50.8847 31.9104 32.8693 18.3946 57.3752 58.2625 22.9516 4.76611 46.9396  35.443 66.3066 61.0619 26.4095 40.6706 25.7384 -3.6262  83.839 5.10246 22.0129 21.0991 21.6689 20.6923 21.3388 14.9142
 19.2338  -1.743 20.5048 23.4466 49.5461 29.6693  29.915 14.4987 53.3233 51.4651 27.4472 4.68445 49.9702 37.1176 62.7133 56.2305 23.0254 36.2519 24.7355 -4.3596 96.8934  5.1606 22.0849 21.0782 21.7487 20.6786 21.3059 14.9142
 22.5572   2.155 20.8114 23.1658 47.8585 27.5284 26.2835  10.943 48.3074 44.1513 31.7474 4.74104 52.6275 38.6155 58.4227 51.2407 20.1142 32.4457 23.4743 -5.4202 108.341 5.40881 22.1409 21.0598 21.8159 20.6568 21.2725 14.9142
 25.5023  5.8295 21.0804 22.9154 45.6522 25.5427 22.0969 7.82654 42.5398 36.7158 35.4924 4.90274  54.473 40.0134 53.6124 46.2402 17.7523 29.3409 22.0261 -5.6851 118.286 5.78802 22.1762 21.0411 21.8681 20.6284 21.2365 14.9142
  28.028 9.09157 21.2662 22.7552 42.7855 23.7939 17.5492 5.23664 36.2697 29.5329 38.3456 5.11779 55.1578 41.3808 48.4367 41.3791 15.9633 26.9713  20.488 -3.0486 126.931 6.25225 22.1941 21.0217 21.9028 20.5986 21.1995 14.9142
 30.2003 11.8335 21.3538  22.718 39.1818 22.3357 12.8624 3.22784 29.7364 22.9005 40.0624 5.31061 54.4864 42.6787 42.9832 36.7853 14.7518 25.3223  18.974 2.17706  133.91 6.78821  22.206 21.0057 21.9142 20.5742 21.1682 14.9142
 32.1348 14.0382 21.3672 22.7894 34.8427 21.1367 8.24146 1.78487 23.1586 17.0194 40.5345 5.37215 52.4424 43.7282 37.2923 32.5455 14.1149 24.3351  17.595 7.02423 138.498 7.38848 22.2238 20.9978    21.9  20.559 21.1513 14.9142
 33.9247 15.7378 21.3643 22.9043 29.8495 20.0771 3.84224 0.81274 16.7486 12.0085 39.8114 5.17242  49.173 44.2871 31.4216 28.7134 14.0269  23.903 16.4183 9.10375  140.47 8.02437 22.2519 20.9967 21.8667 20.5516 21.1538 14.9142
  35.618  16.994 21.4187 22.9654 24.3397 18.9822 -0.2606 0.14371 10.6958 7.89707 38.0857 4.61333 44.9349 44.1586 25.4906 25.2994 14.4272 23.8676 15.4166 8.95452  140.14 8.63697 22.2829 20.9975 21.8244 20.5483  21.173 14.9142
 37.2196 17.8911 21.5913 22.8792 18.4744 17.6637 -4.0731 -0.4435 5.13618 4.61263 35.6233 3.68595 40.0342  43.254 19.6864 22.2482 15.2399 24.0354   14.46 8.56776 137.422 9.13884 22.3043 20.9982 21.7768 20.5476 21.2005 14.9142
 38.7071 18.5095 21.9105 22.5897 12.4312 15.9696 -7.6222 -1.1638 0.16508  2.0248 32.6814 2.47054 34.8016 41.6074  14.246  19.465 16.3999 24.2178 13.3779 8.33043 131.273  9.4355 22.3098 21.0037 21.7189 20.5499 21.2279 14.9142
 40.0753 18.9165 22.3641 22.0998 6.41438 13.8412 -10.889 -2.1372 -4.1406 0.01349 29.4875 1.09383 29.5838 39.3639 9.40739 16.8887 17.8644 24.2778 12.0527 6.47021 120.117 9.46945 22.3023 21.0204 21.6458  20.554 21.2502 14.9142
 41.3522 19.1785 22.8994 21.4763 0.63914 11.3524 -13.812 -3.3239 -7.7541 -1.4999 26.2545 -0.3177 24.6854 36.7316 5.32361 14.5548 19.5922 24.1431 10.4698 1.84117 102.914 9.24422   22.29 21.0487 21.5616 20.5544 21.2664 14.9142
 42.5432 19.3612 23.4245 20.8365 -4.7277 8.70141 -16.344 -4.5372 -10.772 -2.5606 23.1681 -1.6624 20.2555 33.9363  1.9679  12.596 21.5013 23.7705 8.69306 -3.9228 79.4461 8.78616 22.2819 21.0845 21.4785 20.5426 21.2758 14.9142
 43.5775 19.5126 23.8114 20.3326 -9.6262 6.13815 -18.495 -5.5326  -13.45 -3.2108 20.3592 -2.8531  16.233 31.2152  -0.914 11.1663 23.4601 23.1128 6.81022 -8.1631 49.7121 8.10169 22.2858 21.1254 21.4062 20.5121 21.2754 14.9142
 44.3357 19.6496 23.9132 20.1264 -14.095 3.86682 -20.335   -6.11 -16.151 -3.5228 17.9038 -3.8017 12.4177 28.7995 -3.7523 10.3439  25.326 22.1266  4.8999 -10.411 13.7984 7.20808 22.3105 21.1737 21.3455 20.4633 21.2628 14.9142
 44.7295 19.7745  23.616 20.3372 -18.188  1.9876 -21.944  -6.163 -19.245  -3.596 15.8454 -4.4187 8.58748 26.8368 -7.0093 10.0935  26.993  20.804 3.02971 -12.591 -27.184 6.18812  22.363 21.2323 21.2926 20.4027 21.2397 14.9143
  44.736 19.9065 22.8995 20.9859 -21.875 0.49608 -23.364 -5.6754 -23.012 -3.5057 14.1944 -4.6354 4.58633 25.3066 -11.016 10.3084 28.4027 19.1878 1.25513 -15.791 -69.483 5.18508 22.4421    21.3 21.2464 20.3387 21.2112 14.9143
 44.3688 20.0871 21.8524 21.9868 -25.016 -0.6902 -24.579 -4.7025   -27.6 -3.2673 12.9142 -4.4325 0.38204 24.0377 -15.885 10.8684 29.5251  17.357 -0.3927 -18.145 -106.82 4.34533 22.5315 21.3718 21.2109 20.2801 21.1825 14.9143
 43.6605  20.371 20.6417  23.179 -27.401 -1.7038 -25.516 -3.3627 -33.022 -2.8678 11.9426 -3.8466 -3.9265 22.8377 -21.523 11.6319 30.3533 15.4113 -1.8959 -17.145 -133.83 3.74995  22.606 21.4428  21.189 20.2353 21.1577 14.9143
 42.6857 20.8161 19.4749 24.3552  -28.81 -2.7012  -26.06 -1.8342 -39.164 -2.3311 11.2296 -2.9639 -8.1772 21.5904 -27.694 12.3817 30.9083 13.4591 -3.2183 -13.263 -149.59 3.37016 22.6498 21.5108 21.1766 20.2107 21.1402 14.9143
 41.5717 21.4738 18.5604  25.291 -29.071 -3.8294 -26.088 -0.3315  -45.81 -1.7433 10.7498 -1.9063 -12.238 20.2393 -34.077 12.8241  31.236  11.594 -4.2881 -9.8644  -157.1 3.08144 22.6652 21.5751 21.1648 20.2073  21.132 14.9143
 40.4607 22.3605 18.0609 25.7994 -28.107 -5.1665 -25.509 0.95326 -52.663 -1.2191 10.4999 -0.8143 -16.048 18.7581 -40.318 12.6678 31.3912 9.87011 -5.0153 -9.5345 -159.22 2.73544 22.6651 21.6325 21.1486  20.222 21.1338 14.9143
 39.4393 23.4234 18.0506 25.7898 -25.965 -6.6677 -24.299 1.89941 -59.383 -0.8708 10.4948 0.17013 -19.582  17.188 -46.082 11.6939 31.4109 8.28672 -5.3457 -11.652 -155.95 2.23344 22.6581 21.6782 21.1297 20.2507 21.1462 14.9143
 38.4964 24.5399 18.4965 25.2915 -22.824  -8.185 -22.538 2.44973 -65.629 -0.8121 10.7558 0.93127 -22.811 15.6565 -51.131  9.7694 31.2993 6.77702  -5.315 -14.096 -145.89 1.54599 22.6419 21.7115 21.1105 20.2903 21.1684 14.9143
 37.5549 25.5578 19.2723 24.4351 -18.956 -9.5488 -20.414 2.58115 -71.118 -1.1598 11.2895 1.40377 -25.686 14.2858  -55.36  6.8488 31.0318 5.22689 -5.0481 -16.443 -129.43 0.69792 22.6137  21.738 21.0885 20.3372  21.197 14.9143
 36.5384  26.344 20.2052 23.4092 -14.644 -10.645 -18.165 2.28753  -75.64 -2.0183 12.0676 1.57075 -28.162 13.0768 -58.783 2.98571 30.5791 3.54073  -4.698 -20.294 -109.37 -0.2368 22.5804 21.7629 21.0589 20.3844 21.2249 14.9143
 35.4011 26.7961 21.1335 22.3991 -10.133 -11.457 -16.024  1.5693 -79.067 -3.4605 13.0196  1.4529 -30.211 11.9074 -61.481 -1.6659 29.9284 1.69611  -4.391 -26.183 -88.219 -1.1521 22.5533 21.7838 21.0235  20.422 21.2447 14.9143
 34.1382 26.8337  21.947  21.535 -5.6412 -12.064 -14.196 0.42694 -81.353 -5.5086 14.0386 1.10224 -31.809 10.6307  -63.56 -6.8779 29.0875  -0.268 -4.2177  -31.48 -66.624 -1.9556 22.5333 21.7934 20.9933 20.4434 21.2546 14.9143
 32.8348 26.4331 22.5934 20.8776 -1.3867 -12.586 -12.837 -1.1307 -82.516 -8.1194 14.9961 0.60704 -32.906 9.17648 -65.108 -12.393 28.0872 -2.2822 -4.2235 -32.661 -45.571 -2.5937 22.5096 21.7884 20.9786 20.4488 21.2586 14.9143
 31.6934 25.6624 23.0626 20.4368 2.41809 -13.133 -12.012 -3.0687 -82.579 -11.172 15.7619 0.07886 -33.439 7.57301 -66.167 -17.964 26.9879 -4.2512 -4.3724 -29.092 -28.592 -3.0391  22.474 21.7742 20.9809 20.4435 21.2623 14.9143
 30.9514 24.6394 23.3685 20.1938 5.57535 -13.792 -11.684 -5.3345 -81.545 -14.479 16.2221 -0.4002 -33.412 5.87342  -66.72 -23.391 25.8839 -6.0501 -4.5302 -23.753 -19.719 -3.2993 22.4313 21.7595 20.9932  20.432 21.2685 14.9143
  30.743 23.4543 23.5261 20.1236 7.89036 -14.657 -11.775 -7.9025 -79.441 -17.849 16.2792 -0.8274 -32.952 4.08107 -66.732 -28.576 24.8911 -7.5398 -4.5146 -20.239 -19.623 -3.4513 22.3933 21.7484 21.0104 20.4171 21.2769 14.9143
 31.0363 22.1455 23.5399  20.207 9.16322 -15.833 -12.241 -10.795 -76.389 -21.163 15.8593 -1.2769 -32.285 2.17229 -66.233 -33.531 24.1166 -8.5942  -4.182   -19.2 -24.356 -3.6297 22.3652 21.7382 21.0366 20.4018 21.2887 14.9143
 31.6875 20.7449 23.4167 20.4205  9.2258 -17.377 -13.096  -14.04 -72.625  -24.37 14.9453 -1.8409 -31.636 0.16839  -65.35 -38.321 23.6451 -9.1163 -3.4675 -18.082  -27.66 -3.9561   22.34 21.7245 21.0792 20.3915 21.3079 14.9143
 32.5263 19.3221 23.1811 20.7253 8.00202 -19.257 -14.372 -17.622 -68.454 -27.455  13.596 -2.5749  -31.15  -1.861  -64.28 -43.003 23.5432 -9.0426 -2.3592 -14.373 -24.748 -4.4885 22.3082 21.7075 21.1368 20.3911 21.3372 14.9143
 33.4074 17.9684  22.874 21.0743 5.53814 -21.394  -16.08 -21.493 -64.184 -30.447 11.9378 -3.4983  -30.86 -3.8617 -63.237 -47.633 23.8675 -8.3409   -0.86 -8.1821  -14.65 -5.2242 22.2658 21.6931 21.1953 20.4009 21.3733 14.9143
   34.24 16.7467 22.5523 21.4128 2.00136 -23.722  -18.19 -25.595 -60.082 -33.407  10.152 -4.6284 -30.702 -5.8421  -62.41 -52.271 24.6648 -6.9954 1.02487 -0.8646  0.6092 -6.1123 22.2117 21.6882 21.2394 20.4157  21.407 14.9143
 34.9766 15.6556 22.2969 21.6682 -2.3378 -26.196 -20.615  -29.85 -56.325 -36.384 8.45019 -5.9868 -30.569 -7.8581 -61.906 -56.947 25.9442 -5.0003 3.26864 8.38278 18.6551 -7.0727 22.1429  21.694 21.2643 20.4304 21.4296 14.9143
 35.5634 14.6444 22.2015 21.7564  -7.146 -28.761 -23.227 -34.141 -52.988 -39.367 7.02732  -7.559 -30.351 -9.9372   -61.7 -61.623 27.6494 -2.3836 5.79021 23.2667 38.0835 -8.0266 22.0547 21.7085  21.276 20.4444 21.4389 14.9143
 35.9088 13.6642 22.3405 21.6085 -12.083  -31.34 -25.881 -38.328 -50.042 -42.314 6.01128 -9.2625 -29.954 -12.009 -61.629 -66.195  29.657 0.75726 8.44389 47.0602 57.9227 -8.9063 21.9478 21.7299 21.2801 20.4618 21.4385 14.9143
 35.8936 12.6807 22.7319 21.2036 -16.862 -33.853 -28.455 -42.286 -47.414 -45.207 5.43594 -10.973 -29.334  -13.92 -61.469 -70.519 31.7898 4.24543 11.0469 78.8541  76.889 -9.6567 21.8301 21.7571 21.2764 20.4871  21.433 14.9143
 35.3978 11.6265 23.3052 20.6059 -21.289 -36.233 -30.886  -45.93 -45.056 -48.074 5.23501 -12.585 -28.522 -15.495 -61.043 -74.432 33.8355 7.85308 13.4237 113.541 93.4867 -10.262 21.7117 21.7852  21.263 20.5206 21.4227 14.9143
 34.3366 10.3741 23.8991 19.9752 -25.273 -38.413 -33.185 -49.189 -42.988 -50.941 5.26896  -14.05   -27.6 -16.569 -60.297 -77.759  35.577 11.3533 15.4362 145.071 106.964 -10.753 21.6026 21.8046 21.2437 20.5584 21.4052 14.9143
 32.6988  8.7947 24.3184 19.5113 -28.775 -40.291 -35.411 -51.974 -41.265  -53.79 5.41469 -15.355 -26.671 -16.993 -59.269 -80.342 36.8358 14.5719 16.9982 168.995 117.609  -11.15  21.513 21.8043 21.2265  20.596 21.3776 14.9143
 30.5625 6.84303   24.42 19.3618 -31.756 -41.745 -37.615 -54.165 -39.929 -56.551 5.65516 -16.486  -25.83 -16.677 -58.021 -82.075 37.5087 17.4114 18.0839 182.666 125.905 -11.391 21.4522 21.7807 21.2151 20.6305 21.3376 14.9143
 28.0895 4.58905 24.1772 19.5546 -34.145 -42.701  -39.82 -55.661 -38.992 -59.155 6.08819 -17.406 -25.127 -15.671 -56.588 -82.932 37.5819  19.845 18.7239 184.633 131.836 -11.354 21.4248 21.7394 21.2059 20.6596 21.2825 14.9143
