FP1     FP2     F3      F4      C3      C4      P3      P4      O1      O2      F7      F8      T7      T8      P7      P8      Fz      Cz      Pz      A1      A2      EKG     ATM     EO1     EO2     EM1     EM2     PHO    
  68.134 83.8248 34.3242 -2.6953   -36.1 -64.549 -96.479 -108.27 10.5115 -65.868 68.4406 27.0473 206.826 101.894 116.803 36.1351  40.187 -91.555 -193.83 -24.028 52.8131 22.8866 21.6957 21.6306 21.6941 20.4932 20.6888  14.912
 80.9902  97.895 28.7416 3.13619 -15.457 -45.923 -63.786 -78.172 45.5096 -31.755 87.2535 48.0385 243.652 134.956  153.45 64.6073 31.6854 -83.017 -161.46 -33.967 61.9748 22.8345 21.9646 21.6192 21.7041 20.4708 20.7226  14.912
 92.1881  109.29 24.0037 8.10423 3.66167 -28.927 -33.286 -50.467 76.5552 -0.9616 103.358 66.2274 273.182 161.747 184.474 88.7498 23.5179 -74.074 -130.27 -40.294 67.7417 22.4725 22.2399 21.5774 21.7094 20.4531 20.7638  14.912
 101.876 118.266 20.2943 12.0319 21.2683 -13.671 -5.1811 -25.391 103.422 26.1939 116.894 81.5031 295.631 182.338 210.053 108.666 15.9174 -64.921  -100.8 -42.724  67.624 21.8752 22.5193 21.5084 21.7038 20.4425 20.8052 14.9121
 110.157 125.119 17.6695 14.8615 37.4626 -0.0877 20.5478 -2.9429 126.198 49.7052  128.07 93.9378 311.471 197.064  230.62  124.65 9.02568 -55.674 -73.317 -40.754 60.5514 21.1808 22.8038 21.4222 21.6799 20.4374 20.8408 14.9121
 117.086 130.142 16.0687  16.646 52.3784 12.0042  44.072 17.0573 145.213 69.8148 137.097  103.73  321.32 206.456 246.778 137.128 2.92442 -46.386 -47.888 -35.399 48.9859 20.5229 23.0977  21.329 21.6388 20.4332 20.8686 14.9121
 122.678 133.581 15.3311 17.5425 66.1353 22.8443 65.6209 34.8861 160.934 86.9166 144.142 111.158 325.816 211.206 259.198 146.598   -2.34 -37.097 -24.446  -29.09 37.6405 19.9887 23.3975 21.2386 21.5918 20.4258 20.8906 14.9122
 126.946 135.643  15.214 17.7963 78.8057 32.6847 85.4116 50.8503 173.857 101.457 149.315 116.561 325.562 212.111 268.516 153.571 -6.7482 -27.858 -2.8727 -23.001 29.4974 19.6341 23.6859 21.1618  21.551 20.4129 20.9097 14.9122
  129.97 136.555 15.4279 17.6991 90.4139 41.7666 103.627 65.2445 184.473  113.87  152.69 120.329 321.165 209.986 275.283  158.53 -10.316 -18.735 16.9894 -15.672 23.5726 19.4913 23.9437 21.1113 21.5216 20.3943  20.928 14.9122
  131.95 136.601 15.6885 17.5343 100.955 50.3032 120.412 78.3179 193.228 124.534 154.341 122.864 313.301 205.595 279.935 161.867 -13.102  -9.799 35.3341 -5.3113 17.3731 19.5494 24.1587 21.0968 21.5024 20.3706 20.9466 14.9122
 133.195 136.099 15.7604 17.5386 110.409 58.4605 135.866 90.2412 200.479 133.732 154.376  124.53 302.705 199.621 282.776  163.85 -15.198 -1.1225 52.3632 7.18961  10.806 19.7628 24.3218 21.1177 21.4936 20.3423 20.9667 14.9123
 134.026 135.339  15.476 17.8894 118.752 66.3481 150.039 101.103  206.45 141.638 152.938 125.628 290.094 192.664 283.972 164.632 -16.724 7.22762 68.2499 18.6553 6.36507 20.0798 24.4188 21.1629 21.4992 20.3113 20.9905 14.9123
  134.67 134.542 14.7376  18.701 125.964 74.0315 162.969 110.948 211.241 148.349 150.164 126.391  276.09 185.232 283.569 164.304 -17.807 15.2182 83.1384 27.2215 5.49528 20.4438 24.4354 21.2188 21.5199 20.2832 21.0199 14.9123
 135.244 133.852  13.512  20.017 132.031 81.5557 174.714 119.818 214.855 153.915 146.143 127.003  261.18 177.702  281.53 162.932 -18.578  22.875 97.1736 34.3649 6.26153 20.7865 24.3721 21.2763  21.547 20.2659 21.0554 14.9124
 135.821 133.354 11.8229 21.8111 136.937 88.9632 185.364 127.771 217.231  158.35 140.942 127.602 245.735 170.263 277.773 160.546 -19.169 30.2793 110.521 42.3532 5.67576 21.0521 24.2496  21.331 21.5689 20.2651 21.0953 14.9124
 136.448 133.085 9.74287 24.0028 140.673 96.2967 195.018 134.874 218.272  161.66 134.653 128.266 230.064 162.947 272.226 157.129 -19.706 37.5332 123.358 50.4293 3.48249 21.2298 24.0972 21.3792 21.5816 20.2806 21.1374 14.9124
 137.083 133.031 7.37379 26.4853 143.249 103.591 203.744 141.204 217.889 163.878 127.415 129.003 214.449 155.734 264.882  152.66 -20.299 44.7133 135.838 54.7411 2.23954 21.3514  23.935 21.4166 21.5918 20.3083 21.1818 14.9124
 137.568 133.132 4.81641 29.1552 144.692 110.863 211.548 146.833 216.026 165.068 119.388 129.758 199.131 148.647 255.817  147.14 -21.035 51.8504 148.058 52.1026 3.59751  21.456 23.7654 21.4402 21.6088 20.3452 21.2308 14.9125
 137.671 133.283 2.14987  31.929 145.027 118.103 218.356 151.813 212.651 165.288 110.735  130.46 184.296 141.747 245.175 140.599 -21.972 58.9532 160.047 42.8521 5.90586 21.5511  23.585 21.4515 21.6348 20.3893 21.2847 14.9125
 137.155 133.326 -0.5628 34.7377 144.263 125.262 224.027  156.18 207.765 164.572 101.619 131.032 170.082 135.078 233.142 133.109 -23.118 66.0408 171.788 29.3162  6.4943 21.6043 23.3982  21.456 21.6629 20.4341 21.3386 14.9125
 135.818 133.053 -3.2576 37.5145 142.396 132.246  228.38 159.966 201.412 162.945 92.2039 131.388 156.578 128.632 219.925 124.788 -24.438 73.1475 183.235 12.2276 5.42597 21.5651 23.2163 21.4579 21.6855 20.4679 21.3858 14.9125
 133.499 132.253 -5.8662 40.1952 139.413 138.903 231.214 163.182 193.661  160.42   82.64 131.434 143.769 122.359 205.707 115.781 -25.879 80.3063  194.29 -9.7967  5.5526 21.3673  23.045  21.458 21.7024 20.4811  21.425 14.9126
 130.089 130.764 -8.3354 42.7338 135.293  145.02 232.319 165.793  184.58 156.991 73.0426 131.088 131.506 116.176 190.619 106.246 -27.399 87.5355 204.783 -36.844 8.76969 20.9256 22.8806 21.4563 21.7192 20.4743 21.4615 14.9126
 125.529 128.507 -10.645 45.1136 130.035 150.348 231.519 167.708 174.231  152.64  63.471 130.311 119.557 109.965  174.74 96.3396 -28.957  94.837 214.517   -65.2 13.5941 20.1767 22.7211 21.4572 21.7353 20.4585  21.501 14.9126
 119.826 125.482 -12.799 47.3389 123.677 154.642 228.712 168.787 162.699 147.368 53.9301 129.099 107.714 103.602 158.113 86.2162 -30.497 102.197 223.311 -89.234 17.4083 19.1213 22.5771 21.4658 21.7409 20.4482 21.5439 14.9126
 113.105 121.734 -14.804 49.4152 116.306 157.709 223.895 168.869 150.094 141.206 44.4079 127.447 95.8557 96.9786 140.772 76.0066 -31.956 109.585 231.018 -105.02 20.1647 17.8036 22.4659 21.4804 21.7295 20.4504 21.5841 14.9127
 105.601  117.33 -16.651 51.3344 108.065 159.446 217.169 167.808 136.569 134.243 34.9193 125.312 83.9329 90.0121 122.773 65.8133 -33.286  116.95 237.501 -111.68 24.3802 16.2575 22.3967  21.491 21.7106 20.4616 21.6156 14.9127
 97.5963 112.326 -18.324 53.0734  99.139 159.859 208.706 165.514 122.325 126.627 25.5169  122.61 71.9199 82.6594  104.22 55.7078 -34.464 124.215 242.614 -109.89 31.3214 14.4852 22.3646 21.4876 21.7019 20.4749 21.6355 14.9127
 89.3507 106.757 -19.809 54.6004 89.7242 159.044 198.716 161.949 107.603 118.525 16.2768 119.248  59.781 74.9301 85.2719 45.7248 -35.462 131.291 246.218 -100.04 38.5093 12.4946 22.3586 21.4683 21.7137 20.4873 21.6441 14.9127
 81.1001  100.67 -21.087   55.88 80.0019  157.14 187.436  157.11   92.65 110.071 7.28267 115.171 47.4963 66.8689 66.1353 35.8453 -36.229 138.088 248.202 -82.117 41.9026 10.3489 22.3675 21.4396 21.7419 20.5006 21.6421 14.9128
 73.0612 94.1379 -22.127 56.8787 70.1306 154.287  175.14 151.007  77.687 101.323 -1.3911 110.395 35.1257 58.5243 47.0565 25.9868 -36.691 144.534 248.504  -57.16 39.7175 8.16362 22.3796 21.4098 21.7775 20.5167 21.6302 14.9128
 65.3769 87.2381 -22.885 57.5756 60.2644 150.649 162.139 143.699 62.9173 92.2936 -9.7041     105  22.849 49.9402  28.325 16.0598 -36.786 150.592 247.139  -28.58 33.0379 6.05352 22.3832 21.3818 21.8196 20.5369 21.6096 14.9128
 58.0749 80.0332 -23.324 57.9708 50.5662 146.462 148.771 135.352 48.5587 83.0303 -17.653 99.1091  10.944 41.2006 10.2701 6.06957  -36.49  156.27 244.206 -1.1014 22.9877 4.10069 22.3659 21.3559 21.8744 20.5637  21.582 14.9128
 51.1309 72.6337 -23.428 58.0828 41.1999 142.046  135.36 126.238 34.8454 73.6562 -25.232 92.8997 -0.2907 32.4864 -6.7852 -3.8414 -35.816  161.61 239.861 22.6722 8.89908 2.36093 22.3208 21.3349 21.9436 20.5983 21.5485 14.9128
 44.5606 65.2475 -23.213 57.9388 32.3085 137.737 122.174 116.684 22.0028  64.333 -32.395  86.594   -10.6  24.061 -22.585 -13.445 -34.794 166.671 234.282 43.9891 -9.5776   0.873 22.2501 21.3263 22.0188 20.6377 21.5074 14.9129
 38.4293 58.1275 -22.721  57.569 23.9862 133.819 109.401 107.023 10.2391 55.2478 -39.063 80.4087 -19.792 16.1954 -36.955 -22.494 -33.452 171.509 227.654 65.1106 -29.278 -0.3315 22.1633  21.334 22.0885 20.6756 21.4551 14.9129
 32.8058 51.4794 -22.011 57.0076 16.2689 130.493 97.1466 97.5695  -0.238 46.6572 -45.152 74.5019 -27.751 9.10473 -49.778 -30.743 -31.829 176.154 220.171 85.2204 -43.792 -1.2334 22.0711 21.3522 22.1483 20.7072 21.3908 14.9129
  27.738 45.4403 -21.137 56.2912 9.16266 127.863 85.4677 88.6219 -9.2052 38.9171 -50.592 68.9892 -34.439 2.92284 -60.961 -37.941  -29.98 180.616 212.015 100.102 -47.581 -1.8624 21.9778   21.37 22.2012 20.7319 21.3184 14.9129
 23.2607 40.1159 -20.134 55.4564 2.68031 125.948 74.4118 80.4653 -16.422 32.4462 -55.321 64.0062  -39.85 -2.2941 -70.421 -43.825 -27.965  184.88 203.377 105.934 -40.012 -2.3123 21.8803 21.3818 22.2478 20.7528  21.243 14.9129
 19.3856 35.5873  -19.02  54.531 -3.1387 124.715 64.0551 73.3821  -21.65 27.6517 -59.311 59.7183 -43.969 -6.5321 -78.095 -48.147  -25.83 188.931 194.492 102.995 -25.312 -2.7222 21.7754 21.3885 22.2795 20.7725 21.1694  14.913
 16.0643 31.8675 -17.794 53.5209 -8.2233 124.125 54.5215 67.6553 -24.692 24.8661 -62.587 56.2579 -46.825 -9.7709  -83.96 -50.693 -23.615 192.765 185.665 95.2597 -8.6686 -3.2449 21.6629 21.3909 22.2835 20.7912 21.1038  14.913
 13.1509 28.8511 -16.443 52.4119 -12.474  124.18 45.9839 63.5563 -25.444  24.317 -65.238 53.6523  -48.56 -11.968 -88.059 -51.304 -21.365 196.402 177.241 86.6287 7.24853 -3.9946  21.541  21.386  22.256 20.8071 21.0526  14.913
 10.3987  26.293 -14.966 51.1973 -15.783 124.933 38.6361 61.3166  -23.94 26.1071  -67.41 51.7999 -49.432 -13.097 -90.527 -49.903  -19.16 199.862 169.529 78.3726 21.7998 -5.0047 21.3997 21.3732 22.2036 20.8183 21.0191  14.913
 7.49835 23.8034 -13.408 49.9121 -18.069 126.455 32.6275 61.0604 -20.401 30.1724 -69.281 50.4894 -49.769 -13.236 -91.615 -46.579 -17.122 203.116 162.723 70.0665 33.5655   -6.24  21.228 21.3589 22.1338 20.8237 21.0002  14.913
  4.1201 20.8638 -11.875 48.6474 -19.346 128.771 27.9899 62.7066 -15.254 36.2312 -71.033 49.4352 -49.937 -12.664 -91.716 -41.672 -15.413 206.013 156.842  61.921  39.737 -7.6456 21.0292 21.3539 22.0496 20.8239 20.9899 14.9131
 -0.0648 16.8857 -10.538 47.5451 -19.791 131.823 24.5874 65.9031 -9.1083 43.7617 -72.861 48.3204 -50.383 -11.892 -91.386 -35.813 -14.226 208.227 151.689 55.2968 38.7125 -9.1838 20.8264 21.3652 21.9553 20.8188 20.9845 14.9131
 -5.3899 11.2727 -9.6087 46.7783 -19.777 135.458 22.0849 70.0408 -2.7259 52.0203  -74.99 46.8246 -51.687 -11.609 -91.312  -29.88 -13.785 209.258 146.837 50.6661 32.4724 -10.826 20.6486 21.3911 21.8607 20.8073 20.9856 14.9131
 -12.226 3.43475 -9.3021 46.5218 -19.849 139.431 19.9176 74.3205  3.0063 60.0753 -77.707 44.6232 -54.587 -12.622 -92.292 -24.912 -14.312 208.482 141.631  46.517 25.4681 -12.521 20.5101 21.4257 21.7786 20.7892  20.997 14.9131
 -21.018 -7.2198 -9.7924 46.9193  -20.68 143.352 17.2934 77.8165 7.08086 66.8304 -81.375 41.3627 -59.968 -15.857  -95.22 -22.011  -15.99 205.235 135.228 41.7485 20.6283 -14.188 20.4069  21.467  21.716 20.7651 21.0185 14.9131
 -32.259 -21.263  -11.16 48.0282  -22.96 146.613 13.2784 79.5247 8.39604 71.0378 -86.414 36.6081 -68.814 -22.369 -101.05 -22.283 -18.895 198.921 126.715 37.9923 17.0489 -15.725 20.3314 21.5186 21.6716 20.7345 21.0435 14.9131
 -46.356 -39.144 -13.309 49.7406 -27.279 148.303 6.94353 78.4012 5.83139 71.3361 -93.224 29.7931 -82.104 -33.314 -110.71 -26.809 -22.885 189.147 115.232 37.9474  12.387 -17.024 20.2801 21.5842 21.6402 20.6943 21.0641 14.9132
 -63.469  -61.01 -15.918 51.7333 -34.034 147.189  -2.487 73.4276 -1.6118 66.3764 -102.12 20.2292 -100.58 -49.765 -124.88 -36.563 -27.508 175.824  100.07 41.9085 6.72566 -17.982 20.2478 21.6602   21.62 20.6418 21.0776 14.9132
  -83.38 -86.535 -18.462 53.4989 -43.411 141.825 -15.516 63.7448 -14.615 55.0612 -113.27 7.18882 -124.51  -72.41 -143.84 -52.177 -31.947 159.205 80.7347 47.3562 2.73019 -18.517 20.2175 21.7364 21.6162 20.5777 21.0882 14.9132
 -105.36 -114.72  -20.31 54.4519 -55.398 130.771 -32.287 48.8469 -33.331 36.8395 -126.62 -9.9322 -153.45 -101.26 -167.21 -73.624 -35.015 139.856 57.0152 52.2322  1.9949 -18.569  20.166 21.8047 21.6335 20.5055 21.1003 14.9132
 -127.98 -143.71 -20.861 54.0698 -69.776 112.904 -52.501 28.7847 -57.192 11.9852  -141.8 -31.409 -186.12 -135.42 -193.83  -99.92 -35.224 118.613 29.0997 57.3619 2.70358  -18.11 20.0849 21.8644 21.6682 20.4295 21.1127 14.9132
 -149.06 -170.78 -19.709 52.0324 -86.069 87.8171 -75.313 4.33763 -84.772 -18.198 -158.17 -56.998 -220.33 -172.99 -221.63 -128.93 -30.956 96.5528 -2.2724 64.5718 1.95398 -17.152 19.9924 21.9179 21.7093 20.3534 21.1212 14.9132
 -165.82 -192.45 -16.795  48.345 -103.46 56.2681 -99.211 -22.841 -113.71 -51.298 -174.93 -85.776 -253.02 -210.95 -247.66 -157.39 -20.764 75.0179 -35.648 72.9807  -0.455 -15.752 19.9244 21.9609 21.7496 20.2803  21.124 14.9133
 -175.38 -205.04 -12.526 43.4458 -120.68 20.6032 -121.91 -50.128 -140.75 -83.876 -191.28    -116 -280.54 -245.23  -268.2 -181.01 -3.8107 55.7105 -68.737 78.4457 -1.9386 -14.002 19.9134 21.9822 21.7908 20.2124 21.1237 14.9133
 -175.39 -205.31 -7.8177 38.2579 -135.97 -15.086 -140.41 -74.003 -161.99 -111.77 -206.46 -145.02 -299.03 -270.96 -279.16 -194.99 19.6623 40.7196 -98.444 77.0787 -0.8417 -12.003 19.9757 21.9729 21.8374 20.1517  21.125 14.9133
 -164.72 -191.48  -3.983 34.0823 -147.18 -45.364 -151.39 -90.492 -173.43 -130.67 -219.69 -169.43 -304.99 -283.27 -276.82 -194.75 47.9784 32.3169 -121.22 68.5914 1.17322 -9.8461 20.1185 21.9336 21.8892 20.0993 21.1319 14.9133
 -144.09 -164.06 -2.4155  32.287 -152.08 -64.544 -151.86 -96.009 -171.77    -137 -229.97 -185.48 -295.98 -278.31 -258.69 -177.03 77.9993  32.444 -133.79 55.4746 1.41391 -7.6375 20.3476 21.8724 21.9397 20.0557 21.1423 14.9133
 -116.31 -126.34 -4.1939 33.9174  -148.9 -68.161 -140.13 -88.411 -155.36 -128.81 -235.83 -189.76 -270.96 -254.19    -224 -141.11 105.542 42.0016 -134.05  39.383 -0.0816 -5.4959 20.6624 21.7991 21.9832 20.0206 21.1497 14.9133
 -85.938 -83.991 -9.7965 39.4198 -136.84 -54.257 -116.52 -67.839 -124.82 -106.52 -235.25 -179.93 -230.57 -211.51 -174.28 -89.524 126.169 60.2141 -121.97 19.8407 -0.4814 -3.5224 21.0451 21.7199 22.0226 19.9945  21.152 14.9133
 -58.549 -44.176 -18.986 48.5382 -116.63 -24.048 -83.853 -37.065 -83.421 -73.186 -226.47 -155.79 -177.46 -153.72 -113.73 -28.182 136.209 84.3786 -99.961 -2.9742 2.10462 -1.7696 21.4591 21.6389 22.0663 19.9795 21.1565 14.9134
 -39.731 -14.243 -30.799 60.3091 -90.704 18.1141 -47.242 -1.2141  -36.83 -34.207 -209.41 -120.24 -116.83 -87.459 -49.426 34.3188 133.787 110.207 -72.735  -25.92 6.21426 -0.2336 21.8614 21.5619 22.1155 19.9782 21.1735 14.9134
 -34.043 -0.3842 -43.623 73.1392 -62.946 65.4796  -13.29 33.1421 7.60553 3.47526 -186.62 -79.282 -56.439 -22.187 9.49493 88.1637 119.493 132.734 -46.435 -44.849 9.28989 1.11579 22.2155 21.4957 22.1583 19.9892 21.2076 14.9134
 -44.018 -6.2812 -55.472  85.065 -37.912  110.28 11.3173 59.4013 42.3151 32.8547 -162.74 -40.635 -5.3372 31.5393 53.6739 124.423 96.2664 147.514 -27.263 -58.158 11.3974 2.30198 22.4928 21.4447 22.1784 20.0065  21.256 14.9134
 -69.322 -31.997 -64.468 94.2128 -19.718 145.458  21.459  72.497  61.351 48.5525 -142.69 -11.431  28.335 64.6406 75.9055 137.216 68.4474  151.65 -20.011 -67.537 15.2349 3.35406 22.6665 21.4096 22.1687 20.0258 21.3127 14.9134
 -106.48 -73.657 -69.333  99.279 -11.088 166.136 14.8255 70.0107 61.8686 48.0209 -129.89  3.8761 39.4989 71.8531  73.026 125.079 40.4947 144.323 -27.026 -75.602 22.3293 4.33631 22.7154 21.3905 22.1345 20.0473 21.3694 14.9134
 -149.59 -124.39 -69.638 99.7916 -12.922 170.275  -7.814 52.3386 44.4789 31.7142 -125.45 4.34957 27.1451 52.7711 46.4529 90.9312 15.9949  126.67 -48.023 -83.414  30.548 5.33567 22.6391 21.3893 22.0846 20.0727 21.4164 14.9134
 -191.95 -176.32 -65.723  96.056 -24.444 158.455 -43.348 21.9801 12.4355 2.29845 -128.48 -8.0124 -5.9184 11.3184 1.26371 40.7584 -2.7845 101.219 -80.688 -90.124 36.2757  6.4138 22.4598 21.4077 22.0235 20.1014 21.4465 14.9135
  -227.8 -222.63  -58.39 88.8686 -43.722 133.127 -87.532 -17.532 -29.753 -36.546  -136.9 -29.626 -54.137 -45.773 -55.555 -18.288 -14.868 71.1333 -121.64 -94.572 38.1976  7.5656 22.2109 21.4432 21.9511 20.1307 21.4576 14.9135
 -253.35 -258.71  -48.59 79.1878 -68.259 97.7423 -136.06  -62.54 -77.559 -81.132 -148.29 -56.577 -110.56 -110.68 -116.82 -79.502 -20.283  39.513 -167.28 -97.087  37.802 8.72253  21.927 21.4869 21.8726 20.1581 21.4519 14.9135
 -266.94 -282.22 -37.218 67.9243 -95.461   56.06 -185.17 -109.75 -127.08 -128.27  -160.3 -85.337  -168.1 -175.89 -176.24 -137.49 -19.725 8.88874 -214.31 -99.341 36.3826 9.81437 21.6386 21.5283 21.7991 20.1853 21.4329 14.9135
 -268.63 -292.67 -25.059 55.8774 -122.93  11.718 -231.82 -156.38 -175.17 -175.32 -170.95    -113  -220.6 -235.07  -228.9 -188.36 -14.275 -18.988 -259.85 -102.43 33.0443 10.8293 21.3721 21.5615 21.7388 20.2166 21.4043 14.9135
  -259.7 -290.82 -12.799 43.7436 -148.59 -31.993 -273.66 -200.05 -219.26 -220.04 -178.78 -137.29 -263.39 -283.54 -271.29  -229.6 -5.2105 -43.101  -301.5 -105.45 26.6979 11.7947 21.1498 21.5863 21.6902 20.2543 21.3676 14.9135
 -242.09 -278.23 -1.0318 32.1247 -170.72 -72.265 -308.86 -238.75 -257.24 -260.41 -182.73 -156.52 -293.47  -318.4 -301.21 -259.79 6.12963 -62.992 -337.27 -106.07  19.155 12.7126 20.9872 21.6028 21.6468 20.2958  21.324 14.9135
 -218.04 -256.92 9.74029 21.5271 -187.95 -106.88 -336.13 -270.82  -287.4 -294.61 -182.19 -169.61 -309.25 -338.41 -317.61 -278.38  18.426 -78.562 -365.81 -102.22 14.7082  13.542 20.8884 21.6076 21.6043  20.336 21.2766 14.9135
 -189.79 -229.14 19.1032 12.3603 -199.29 -134.28  -354.7 -294.93 -308.43 -321.06 -176.86    -176 -310.26 -343.58 -320.33 -285.45 30.4623 -89.928 -386.52 -92.751 16.1765 14.2182 20.8451 21.5988 21.5621 20.3708 21.2293 14.9136
 -159.37 -197.15 26.7447 4.92583 -204.21 -153.56 -364.33 -310.16 -319.45 -338.51 -166.79 -175.66  -296.8 -334.74 -309.85 -281.58 41.2024 -97.327 -399.52 -76.861 22.1224 14.6638 20.8436   21.58 21.5201 20.4001 21.1851 14.9136
 -128.47 -162.98 32.4704 -0.5964 -202.65 -164.46 -365.19 -316.05 -320.07 -346.15 -152.33 -168.91 -269.89 -313.31 -287.14  -267.7 49.8449 -101.08 -405.36 -53.901 28.5425 14.8155 20.8751 21.5592 21.4766 20.4276 21.1455 14.9136
 -98.338 -128.37 36.2029 -4.1442 -194.99 -167.26 -357.69  -312.6 -310.39  -343.7 -134.04 -156.43 -231.25 -281.21 -253.65 -245.04 55.8647 -101.54 -404.72   -24.1 32.7017 14.6695 20.9388  21.543 21.4304 20.4574 21.1119 14.9136
 -69.806 -94.633 37.9695 -5.7565 -182.03 -162.69 -342.39 -300.28    -291 -331.41 -112.68 -139.11  -183.3 -240.78 -211.28 -215.08 59.0333 -99.132 -398.16 10.1041  34.902 14.3096 21.0374 21.5313 21.3839 20.4902 21.0848 14.9136
 -43.334 -62.644 37.8937 -5.5581  -164.8 -151.79 -319.99 -280.01 -262.94 -310.07 -89.061 -117.98  -128.9 -194.49 -162.22 -179.39  59.404 -94.308 -386.06 44.0532 36.7769 13.9049 21.1702 21.5201  21.342 20.5236 21.0647 14.9136
 -19.117 -32.918 36.1821  -3.746 -144.45 -135.84 -291.42 -253.07 -227.59 -280.89 -64.099 -94.154 -71.014 -144.81 -108.79 -139.67 57.2613 -87.598 -368.57 73.1807 38.2446 13.6738 21.3324 21.5081 21.3056 20.5541 21.0501 14.9136
 2.81977 -5.6926 33.1005 -0.5749 -122.13 -116.19 -257.85 -220.97 -186.61 -245.45 -38.707 -68.728 -12.355 -94.014 -53.225  -97.61 53.0395 -79.552 -345.82 95.7582 36.9273 13.8159 21.5214 21.4989  21.269 20.5781 21.0375 14.9136
 22.5321 18.9572 28.9444 3.66415 -98.886 -94.174 -220.63 -185.34 -141.78 -205.51 -13.756 -42.752  44.771 -44.116 2.42652 -54.854 47.2285 -70.674 -318.11 113.209 30.9793  14.431 21.7354  21.495  21.228 20.5939 21.0241 14.9137
 40.1249 41.0423 24.0129 8.67395 -75.597 -70.999 -181.14 -147.77 -94.865 -162.87 10.0085 -17.161 98.5203 3.23124 56.4034 -12.906 40.3002 -61.381 -286.04 127.141 21.8678 15.4674 21.9667 21.4942 21.1888 20.6014 21.0097 14.9137
 55.7447 60.6421 18.5883 14.1784 -52.981 -47.675 -140.69 -109.66  -47.54 -119.22 32.0303 7.30783 147.531 46.8037 107.275 26.9891 32.6698 -51.984 -250.57 136.878 13.5205 16.7401 22.1967 21.4914 21.1656 20.6028 20.9963 14.9137
 69.5715  77.896 12.9229 19.9346  -31.57 -24.986 -100.49  -72.17 -1.2881 -75.983   51.97 30.1486 190.921 85.8082 153.932 63.8947 24.6857 -42.685 -212.86 141.087 8.39777 18.0267 22.4033 21.4843 21.1684 20.6027 20.9865 14.9137
 81.7947 92.9731 7.22946  25.733 -11.734 -3.5093 -61.558 -36.209 42.6189 -34.325 69.6762 51.0468 228.219 119.821 195.538 97.1494 16.6361 -33.577  -174.1 140.744 5.20167 19.1781 22.5736 21.4747 21.1944  20.605 20.9828 14.9137
 92.5891 106.038 1.68008 31.3947 6.29051 16.3568 -24.737 -2.4702 83.1373  4.8248  85.132 69.8237 259.264 148.681 231.503 126.306 8.76412 -24.679  -135.4 138.748  1.2807 20.1491 22.7096 21.4643 21.2324 20.6095 20.9879 14.9137
 102.108 117.244 -3.5866 36.7743 22.3892 34.3708 9.33368 28.5527 119.478 40.7696 98.4155 86.4044 284.151 172.406 261.481 151.103 1.27813 -15.976 -97.724 136.402 -3.5082 20.9493 22.8232 21.4503 21.2747 20.6121 21.0024 14.9137
 110.476 126.736 -8.4618 41.7674 36.5621 50.4476 40.2339 56.5613 151.131 73.0553 109.662 100.811 303.136 191.182  285.37  171.47 -5.6476 -7.4628 -61.834 131.623 -6.6533 21.5943 22.9217  21.428 21.3217 20.6099 21.0234 14.9137
 117.779 134.645 -12.875  46.315 48.9027 64.6552 67.7479 81.4555 177.868 101.473 119.016 113.158 316.534 205.351 303.275  187.55 -11.874 0.85206 -28.304 121.579 -6.6548 22.0894 23.0017 21.3995 21.3745 20.6049 21.0453 14.9137
 124.045 141.074 -16.809 50.4049 59.5624 77.1838 91.8421 103.316 199.706  126.03 126.587 123.622 324.687 215.354 315.467 199.663   -17.3 8.96304 2.49885 106.246 -5.3781 22.4411   23.06 21.3749 21.4246 20.6011 21.0614 14.9137
 129.257 146.105 -20.312 54.0802  68.718 88.2876 112.641 122.354 216.863 146.889 132.427 132.389 328.006 221.715 322.348 208.236  -21.88 16.8886 30.4228  88.146 -5.7412 22.6752 23.1032 21.3642 21.4585 20.6009 21.0681 14.9138
 133.384 149.808 -23.491 57.4385 76.5497 98.2277 130.396 138.846 229.698   164.3 136.543 139.629 326.976 225.036 324.421 213.716 -25.623 24.6648 55.5028 68.8613 -7.9363 22.8328 23.1415 21.3678 21.4711 20.6053 21.0672 14.9138
 136.429 152.276 -26.484 60.6068 83.2296 107.237 145.451 153.107 238.652 178.561  138.93 145.479 322.142 225.932 322.249 216.524 -28.593 32.3314 77.9136 47.4685 -9.3515 22.9561 23.1754 21.3774 21.4705 20.6159  21.066 14.9138
 138.467 153.664 -29.411 63.6969 88.9189 115.501 158.197 165.471 244.185 189.988 139.611 150.069 314.103 224.946 316.437 217.054  -30.88 39.9302  97.919 23.2342 -8.2881 23.0835 23.1925 21.3843  21.469 20.6357 21.0715 14.9138
 139.649 154.187 -32.339 66.7714 93.7525 123.156 169.049 176.277 246.734 198.879 138.633  153.53 303.461 222.479 307.613 215.659 -32.581 47.5053  115.83 -1.5432 -6.3491 23.2635 23.1821 21.3863 21.4731 20.6656  21.085 14.9138
 140.161 154.073 -35.274 69.8368 97.8192 130.277 178.397  185.82 246.677 205.462 136.056     156 290.774 218.798 296.393 212.618 -33.792 55.0967 131.957  -22.81 -6.1499 23.5596 23.1455 21.3865 21.4822 20.7022 21.1009 14.9138
 140.155 153.502 -38.166 72.8424 101.178 136.886 186.582 194.302 244.324  209.86  131.98 157.604 276.549 214.074 283.336 208.095 -34.606  62.736 146.563 -38.228 -7.5554 24.0082 23.0931 21.3863 21.4946 20.7386 21.1113 14.9138
