FP1     FP2     F3      F4      C3      C4      P3      P4      O1      O2      F7      F8      T7      T8      P7      P8      Fz      Cz      Pz      A1      A2      EKG     ATM     EO1     EO2     EM1     EM2     PHO    
 -93.441 -103.15 46.2569 -12.468 15.0898 11.1067 -3.9031 -9.5947 -81.627 -96.333 -89.419 -3.8312 -238.68 -96.025 -152.25  -158.3 -55.635 38.0626 -1.0182 -50.443  -160.5 3.36163 21.7856 21.1576 21.6599 20.4134 21.8252 14.9145
 -113.99 -129.12 51.1982 -17.335 -7.6359 -17.096 -41.349 -43.288 -122.72 -136.33 -106.73 -30.332  -265.5 -143.27  -194.7 -196.03 -50.821 20.0605 -41.079 -36.706 -146.91 3.74044 21.4092 21.1547 21.6656 20.3936 21.8049 14.9145
 -130.92 -151.17 56.5953 -22.684 -33.238  -50.66 -82.415 -80.827 -166.91 -179.52 -126.18 -61.972 -288.52 -191.61    -237 -233.06 -40.025 1.13777 -86.098 -21.702 -142.63  4.2184 21.0544 21.1534 21.6694 20.3749 21.7891 14.9145
 -141.66 -165.91 61.6843 -27.789 -60.911 -87.518 -124.54 -119.64 -210.62 -222.59 -147.24 -96.815 -305.39 -236.65 -274.82 -265.28 -22.336 -16.929 -133.52 -4.7501  -146.4 4.74631 20.7602 21.1541 21.6624 20.3549 21.7738 14.9145
 -144.18 -170.33 65.4346 -31.653 -89.185 -124.17 -164.17 -156.13 -249.14 -261.18 -169.05  -131.9 -314.26  -273.3 -303.09 -288.01 2.18128 -31.748 -179.61  13.093  -155.4 5.27323 20.5614 21.1515  21.639 20.3306 21.7543 14.9145
  -137.4 -162.53 66.7031 -33.173 -115.71 -155.93 -197.04 -185.98 -277.17 -290.28 -190.55 -163.59 -313.84 -296.48 -316.66 -296.56 32.1839 -40.575 -219.71 28.0064 -167.36 5.72467 20.4828 21.1381 21.6017 20.3006 21.7271 14.9145
 -121.63 -142.37 64.5097 -31.403 -137.53 -177.73 -218.92  -204.9 -289.78 -305.14 -210.26 -187.74 -303.35 -301.92 -311.38 -287.22 65.0014 -40.993 -249.12 36.2211  -180.8 6.01176 20.5358 21.1108  21.557 20.2671 21.6902 14.9145
 -98.825 -111.85 58.3567 -25.862 -151.79 -185.45 -226.64 -209.64  -283.6 -302.42 -225.65 -200.18 -282.49 -286.87 -285.19 -258.29 96.9236 -31.825  -264.1 37.7627 -194.39 6.09631 20.7193 21.0731 21.5098 20.2339 21.6444 14.9144
 -72.241 -74.959 48.4647 -16.756 -156.38 -177.11 -219.06 -198.98 -257.77  -281.1 -233.17 -197.67 -251.52 -250.92 -238.85 -210.99 123.795 -13.859 -262.98 36.3866 -205.94 6.02644 21.0203 21.0303 21.4626 20.2028 21.5939 14.9144
 -45.887 -36.957 35.8324 -5.0385 -150.47 -153.48 -197.54 -174.28 -214.46 -243.06 -229.71 -179.01 -211.59 -196.64 -176.33 -149.83 141.805 9.94729 -246.71 35.7851 -212.39 5.89393 21.4122 20.9838 21.4206  20.174 21.5444 14.9144
 -23.812 -3.5885 22.0989 7.73208 -135.01 -118.16 -166.08  -139.5 -158.94 -193.07 -214.17 -145.99 -165.22 -129.89  -104.8 -82.249 148.333 34.9147 -218.98 36.7225  -210.8 5.78109 21.8511 20.9337 21.3908 20.1488  21.501 14.9144
 -9.6233    19.8 9.19635 19.7215 -112.95 -76.898 -130.72 -100.64 -99.071 -138.28 -188.27 -103.47 -116.83 -59.371 -33.991 -17.623 142.617 55.6618 -185.61 37.9785 -198.79 5.75212 22.2781 20.8845 21.3754 20.1314  21.468 14.9144
 -6.1203 29.1054 -1.1178 29.2708 -88.757 -36.432 -98.433 -64.595  -44.03 -87.047  -156.4 -58.432 -72.645 4.65181 25.5041 34.4463 125.945  67.403 -153.43 39.1819 -174.63  5.8668 22.6323 20.8458 21.3691 20.1264 21.4485 14.9144
 -14.736 22.3931 -7.6375 35.2524 -67.403 -3.1389  -75.68 -37.858   -2.44 -47.209 -124.32  -18.18 -39.582 52.3567 64.4298 65.9651 101.262 67.0417 -128.84 41.6805 -137.98  6.1757 22.8657 20.8255 21.3649 20.1361 21.4429 14.9144
 -34.843 0.64109 -9.8844 37.2318 -53.168 18.1387 -66.981 -25.158 19.4745  -24.52 -97.482 11.4923  -23.42 76.4275 76.9909 72.2253 72.4207 53.7097 -116.52 46.0471 -91.157 6.68117 22.9493 20.8235 21.3626  20.159 21.4505 14.9144
 -63.532 -32.339 -8.1002 35.4516 -48.725 24.8442 -74.092 -28.607  19.076 -21.592 -79.566 27.4728 -26.968 73.5112  62.025 52.7691 43.3377 28.6756 -118.63 50.0436 -39.252  7.3139 22.8675 20.8304 21.3672 20.1921   21.47 14.9144
 -96.305 -71.025 -3.0845 30.6645  -54.81 16.8339 -96.024 -47.617 -2.5762 -37.808 -71.924 29.4857 -49.072 44.6298 22.7956 11.1882 17.3106 -5.2462 -134.68 50.7929 12.1528 7.96814 22.6158 20.8376 21.3785 20.2335 21.4975 14.9144
 -128.35 -109.76 4.06396 23.8891 -70.519 -4.0681 -129.85 -79.588 -41.637 -70.109 -73.794   19.42 -85.078 -5.4856 -34.404 -46.229 -3.3938 -44.539 -162.25 48.3238 59.4764 8.54415  22.211 20.8447  21.388 20.2818 21.5256 14.9145
 -155.65 -143.94 12.2226 16.1647 -93.931 -34.845 -171.73 -120.88 -92.828 -114.14 -82.975 0.35891 -128.55 -69.674 -102.05 -112.27 -17.636 -85.739 -197.84 45.4105 101.488 8.96755 21.6965  20.857  21.387  20.334 21.5463 14.9145
 -175.55 -170.48 20.4536 8.36592 -122.62 -72.038 -217.71 -167.59 -150.55 -165.14 -96.608 -24.227 -173.14 -139.76  -172.8 -180.17 -25.239 -125.85 -237.59 43.8601  137.49 9.20931 21.1304 20.8762 21.3734 20.3858 21.5534 14.9145
 -186.73 -187.75 28.0819 1.12865 -153.96 -112.18 -264.12 -215.92 -209.52 -218.49 -111.88 -51.086 -213.82 -207.89 -240.22 -244.24 -26.705 -162.42 -277.75 42.3645 166.031 9.28489 20.5663 20.8977 21.3533 20.4345 21.5463 14.9145
 -189.01 -195.35 34.6771 -5.1339 -185.32 -152.02 -307.74 -262.42 -265.16    -270 -126.46 -77.561 -247.36 -267.47 -299.19 -300.11 -22.958  -193.6 -315.03 38.8625 185.899 9.22983 20.0451 20.9161  21.335 20.4794  21.528 14.9145
 -183.12 -193.82 40.0175 -10.196 -214.23  -188.7 -345.95 -304.16 -313.83 -316.16 -138.67 -101.58 -272.12 -313.71 -346.01 -344.79 -15.188 -218.12 -346.92 33.8435 197.561 9.08432 19.6042 20.9309 21.3215 20.5186 21.5007 14.9145
 -170.38 -184.33 44.0651 -13.995 -238.56 -219.94 -376.85  -338.9 -352.98 -354.38 -147.43 -121.54  -287.5 -343.93 -378.46 -376.54 -4.7232 -235.35 -371.99 29.7818 202.354 8.87298 19.2834 20.9446 21.3093 20.5461 21.4649 14.9145
 -152.39 -168.42 46.9272 -16.597 -256.73 -244.11 -399.29 -365.21 -381.26 -383.24 -151.99 -136.27 -293.39  -357.4 -395.68 -394.66 7.09642 -245.23  -389.9 27.4591 200.405  8.5705 19.1148 20.9564 21.2967 20.5542 21.4237 14.9145
 -130.78 -147.76 48.8011 -18.145 -267.83 -260.12 -412.95  -382.4 -398.33 -402.34 -151.75  -145.2  -289.8 -354.86 -397.76 -399.27 19.0419 -248.19 -401.08 24.2982  190.63 8.10262 19.1047 20.9594 21.2879 20.5386 21.3862 14.9145
 -106.97 -123.87 49.9297  -18.83  -271.6 -267.49 -418.04 -390.45  -404.5    -412 -146.32 -148.18 -276.66 -338.07 -385.43  -391.1 30.0933 -244.95 -406.37 17.1922 172.469 7.41989 19.2292 20.9462 21.2889 20.5032 21.3622 14.9145
 -82.175 -98.093 50.5633 -18.867 -268.25 -266.38 -415.07 -389.72 -400.37 -412.83 -135.78  -145.4  -253.8 -309.56 -359.92 -371.34 39.4823 -236.45 -406.64 6.25524 146.267 6.56935 19.4526 20.9174 21.3018 20.4583 21.3565 14.9145
 -57.333  -71.49 50.9018  -18.45 -258.41 -257.51 -404.62 -380.77 -386.57 -405.42 -120.73 -137.14 -221.18 -272.29 -322.88 -341.56 46.6999  -223.7  -402.6 -5.2765 112.515 5.65803 19.7468 20.8827 21.3224 20.4134 21.3665 14.9145
 -33.111 -44.874 51.0382 -17.723    -243 -242.06 -387.31 -364.21 -363.74 -390.24 -101.96  -123.8 -179.18 -229.16 -276.46 -303.63  51.473  -207.8 -394.68 -14.636 71.4407   4.743 20.0938 20.8517 21.3459  20.372 21.3863 14.9145
  -9.928 -18.852 50.9612 -16.772  -223.2 -221.43 -363.84 -340.82 -332.68 -367.64  -80.37 -106.05 -129.05 -182.69 -223.14  -259.7 53.7059 -189.76 -383.01 -21.561 23.1169 3.77964 20.4746 20.8248 21.3753 20.3333 21.4127 14.9145
 11.9424 6.09722 50.5951 -15.654 -200.23 -197.14 -335.15 -311.61 -294.57 -338.05   -56.9  -84.87 -72.983 -135.04 -165.58 -212.01 53.4503 -170.54 -367.47 -26.276 -31.269 2.66492 20.8631 20.7967 21.4195 20.2972 21.4456 14.9145
 32.3255  29.623 49.8276 -14.371 -175.37 -170.66 -302.47 -277.93 -251.07 -302.29 -32.485 -61.455 -13.811 -87.845 -106.47 -162.81  50.924 -150.95 -347.82 -27.366 -87.832 1.30072  21.235 20.7657 21.4815 20.2661 21.4841 14.9145
  51.145 51.5143 48.5689 -12.902 -149.89 -143.36 -267.24 -241.38 -204.24 -261.75 -7.7921 -36.979 45.5848 -42.185   -48.3 -114.23 46.5008 -131.61 -323.87 -23.238 -140.36  -0.362 21.5806 20.7363 21.5519  20.241 21.5229 14.9145
 68.4031 71.6443 46.8434 -11.286 -124.85  -116.5 -230.93 -203.68  -156.3 -218.32  16.844  -12.57 102.616 1.28404 6.67604 -68.243 40.6412 -113.06 -295.79 -15.105  -182.7 -2.2988 21.9027 20.7144  21.617 20.2173 21.5544 14.9145
 84.1308 89.9153 44.8012 -9.6462 -100.97  -91.19 -194.86 -166.47 -109.38 -174.11 41.1241 10.7193 155.149 42.1522 56.6514  -26.56 33.8197 -95.654 -264.15 -7.3178 -211.09 -4.4295 22.2061 20.7007 21.6714  20.188 21.5739 14.9145
 98.3699 106.279 42.6244  -8.101 -78.665  -68.21 -160.08 -131.07 -65.227 -131.09 64.5183  32.054 201.598 79.8428  100.34 9.55374 26.4959 -79.611 -229.88 -4.4468 -224.25 -6.6456 22.4898   20.69 21.7194 20.1522 21.5809 14.9145
 111.184 120.769 40.4397 -6.6887 -58.207 -47.949 -127.32 -98.352  -25.16 -90.807 86.2818 50.9845 240.962 113.181 136.953 39.4752 19.1106 -64.965 -194.03 -8.4636  -222.1 -8.8162 22.7531 20.6771 21.7654 20.1166  21.579 14.9145
 122.659 133.478 38.3041 -5.3608  -39.85 -30.457 -97.055 -68.741 9.96373 -54.362 105.643  67.447 272.799 140.677 166.108 63.1998 12.0599  -51.62 -157.63 -17.995 -205.12 -10.804 22.9972 20.6621 21.8071 20.0883 21.5738 14.9145
 132.889 144.495 36.2328  -4.031 -23.806 -15.579 -69.546 -42.327 39.6826 -22.455 122.058 81.5708 297.135 161.381 187.765 81.1063 5.64322  -39.41 -121.57 -29.232 -174.71  -12.49 23.2221 20.6484 21.8399  20.069 21.5686 14.9145
 141.951 153.864  34.232 -2.6379 -10.208  -3.052 -44.903 -19.006 63.8734 4.55321 135.372  93.511  314.38 175.233 202.171 93.7187 0.01586 -28.158 -86.579 -38.255 -134.37 -13.786 23.4253 20.6353 21.8644 20.0564 21.5629 14.9145
 149.827 161.581 32.3042 -1.1682 0.97092 7.46599  -23.09 1.44589 82.7039  26.623 145.629 103.412  325.23 182.833 209.837 101.657 -4.7958 -17.688 -53.223 -42.881   -89.9 -14.656 23.6038 20.6198 21.8861 20.0486 21.5572 14.9145
 156.397 167.639 30.4465 0.35525 9.94089 16.3537 -3.9572 19.3204 96.5723 44.0084 152.853 111.417 330.478 185.238 211.497 105.625  -8.823 -7.8133  -21.89 -42.346 -47.732 -15.127   23.76 20.6035 21.9061 20.0458 21.5536 14.9145
 161.512 172.071 28.6658 1.88726 16.9846 23.9364 12.7021 34.8859 105.986 57.1305 157.241 117.693 330.874 183.753 208.019  106.29 -12.104 1.66288 7.16652 -36.134 -13.354  -15.25 23.9024 20.5945  21.918 20.0474 21.5541 14.9145
 165.064 174.929 26.9804 3.38026  22.386 30.4565 27.1042  48.344 111.448 66.4358  159.21 122.432 327.145 179.663 200.316 104.194 -14.681 10.9269 33.7854 -24.064 9.00955 -15.073 24.0397 20.6012 21.9142 20.0505 21.5582 14.9145
 166.963 176.256 25.4104 4.79641 26.5339 36.0831 39.4895 59.8408 113.412 72.3281 159.051 125.801 319.822 174.062 189.303 99.7726 -16.605 20.1317 57.8831 -8.1341 16.0076 -14.629 24.1745 20.6256 21.8946 20.0514 21.5637 14.9145
 167.171 176.113 23.9852 6.09876 29.9516 40.9039 50.1395 69.4804 112.284  75.157 156.838 127.897 309.098  167.71 175.846 93.3901 -17.937 29.3617 79.4451 6.83491 5.83649 -13.907 24.2999  20.664 21.8654 20.0507 21.5663 14.9145
   165.8 174.672 22.7194 7.27428 33.1028 44.9868 59.3791 77.3757 108.458 75.2644  152.65 128.798 295.238 160.805 160.689 85.4041  -18.71 38.6405  98.538 16.2417 -20.578 -12.838 24.4036 20.7137   21.83 20.0526 21.5614 14.9145
 163.151 172.244 21.5735 8.36574 36.2485 48.4408  67.564 83.6878 102.368 73.0283 146.662 128.644 278.952 153.071 144.427 76.2102 -18.932 47.9607 115.327 19.5025  -59.18 -11.351 24.4737 20.7762 21.7872 20.0616 21.5456 14.9145
 159.645 169.182 20.4795 9.43888 39.4977  51.347 75.0338 88.5802 94.4555 68.8212 139.174 127.671 261.184 144.385 127.511 66.1616 -18.653 57.2578 130.046 19.9714 -103.47 -9.4331 24.5022 20.8524 21.7365  20.079 21.5181 14.9145
 155.701  165.78 19.3811 10.5412 42.8747 53.7303 82.0636 92.2032 85.1282 62.9704 130.602 126.146 242.808 135.153 110.269 55.5132 -17.998 66.3792  142.96 21.1202 -146.63 -7.1343 24.4849 20.9372 21.6814 20.1003 21.4819 14.9145
 151.649 162.249 18.2246 11.7152 46.3116 55.6775 88.8442 94.7748 74.7726 55.7862 121.352 124.283 224.622  125.92  92.968 44.5059 -17.149 75.1176  154.35 23.6333 -183.48 -4.5292 24.4172 21.0213 21.6275 20.1182 21.4418 14.9145
 147.707 158.735 16.9529 13.0101 49.6494  57.397 95.4524 96.6204 63.7405 47.5843 111.705 122.207 207.373 116.813 75.8481 33.4563 -16.311 83.2639 164.481 26.2838 -210.52 -1.7028 24.2977 21.0995 21.5777 20.1269 21.4033 14.9145
 144.038 155.348 15.5476 14.4423 52.7007 59.0999 101.828 98.1016 52.3184 38.6743 101.893 119.972 191.661 107.582 59.1191 22.7522  -15.69 90.6324 173.559 28.6837 -225.14 1.24799 24.1353 21.1738 21.5298 20.1256 21.3699 14.9145
 140.782 152.175 14.0627 15.9573 55.3385 60.8638 107.797 99.5114 40.7167 29.3434 92.2239 117.586 177.794 98.1244 42.9576 12.7673 -15.448 97.0749 181.718 32.1086 -225.59 4.24946  23.951  21.247 21.4818 20.1169 21.3427 14.9145
 138.045 149.281 12.5971 17.4615 57.5513 62.6307 113.144 101.014 29.0754 19.8432   82.98 115.102 165.742 88.6507 27.5152 3.76433 -15.667 102.494 189.011 37.0355 -211.55 7.28114 23.7681 21.3166 21.4386 20.1034 21.3209 14.9145
 135.877 146.712 11.2471 18.8784 59.4225 64.2674  117.68 102.634 17.4887 10.3841 74.2574 112.674 155.311 79.5218 12.9262 -4.1259 -16.336 106.846 195.421  41.166 -184.02   10.34 23.6008 21.3761 21.4115 20.0859  21.303 14.9145
  134.29 144.495 10.0845 20.1677 61.0286 65.6236 121.298 104.291  6.0518 1.14147 66.0053 110.446 146.396 71.2039 -0.6946 -10.874 -17.365 110.132 200.886 41.5863 -144.65 13.3809 23.4513 21.4216 21.4079 20.0644 21.2839 14.9145
 133.258 142.652 9.13366 21.3304 62.3525 66.6185 123.997 105.864 -5.0925 -7.7334 58.1454 108.462 139.092 64.1749 -13.252 -16.507 -18.637 112.378 205.334 38.2189 -95.656 16.2974 23.3188 21.4546 21.4228 20.0386  21.255 14.9145
 132.664  141.17 8.37519 22.3965 63.3218 67.2822 125.886 107.273 -15.747 -16.115 50.7094 106.718 133.562 58.5917 -24.663  -21.06  -20.06 113.631 208.737 33.6004 -40.688 18.9552 23.2085 21.4794 21.4422 20.0078 21.2102 14.9145
 132.286 139.941 7.81238 23.3628  63.948  67.685 127.138 108.479 -25.713 -23.932 44.0468 105.204 129.774 54.1471 -34.861 -24.562 -21.602 113.926 211.111 29.2188 14.6551 21.2554 23.1281 21.4974  21.453 19.9719 21.1509 14.9145
 131.863 138.757  7.5186 24.1461 64.4048 67.8632 127.919 109.455 -34.845 -31.177 38.6675 103.832 127.341 50.3613 -43.806 -27.083 -23.291 113.261 212.474 23.4887 63.8905 23.1703 23.0735 21.5082 21.4498 19.9335 21.0853 14.9145
  131.19 137.444 7.58617 24.6254 64.9436 67.8195 128.373 110.204 -43.028 -37.821 34.7191 102.451 125.695 46.9482 -51.471 -28.738 -25.154  111.64 212.849 14.2249 102.401 24.7221 23.0274 21.5144 21.4322 19.9002 21.0225 14.9145
 130.157 135.955 8.03836 24.7247  65.756 67.5676 128.659 110.812 -50.124 -43.748 31.8714 100.954  124.42  43.882 -57.818 -29.653 -27.151 109.161 212.314 2.01562  129.28 25.9385 22.9771 21.5232 21.3997 19.8807 20.9693 14.9145
 128.701 134.309 8.78353 24.4621 66.9274 67.2037 128.957 111.439 -55.972 -48.784 29.6175 99.3398 123.361 41.1327 -62.805 -29.914 -29.193 106.021  211.01 -10.261 146.093 26.8203 22.9268 21.5397 21.3518 19.8784 20.9307 14.9145
 126.801 132.517 9.63974 23.9387 68.4525 66.9083  129.38 112.248 -60.479 -52.795 27.4985 97.6716 122.525 38.4915 -66.449  -29.56   -31.2 102.448 209.072 -20.949 154.133 27.3465 22.8882 21.5614 21.2948 19.8884 20.9101 14.9145
 124.519 130.622 10.4157  23.279 70.2528 66.8213 129.904 113.307 -63.704 -55.763  25.262 96.0338 121.937 35.7416 -68.879  -28.65  -33.12 98.6439  206.55 -31.047 153.514 27.5142 22.8637 21.5796 21.2437 19.9022 20.9088 14.9145
 122.014 128.715 10.9651 22.5921  72.184 66.9646 130.355 114.553 -65.891 -57.828 22.9274 94.5902 121.562 32.7999 -70.341 -27.321 -34.911 94.7631 203.389  -41.62 143.802 27.3791  22.843 21.5879 21.2134 19.9145 20.9238 14.9145
 119.455 126.868 11.1826 21.9776  74.036 67.2825 130.459 115.816  -67.42 -59.268   20.64  93.542 121.301 29.6526 -71.164 -25.773 -36.541 90.8981 199.458 -51.366 124.474 27.0575  22.817  21.587 21.2082 19.9264  20.948 14.9145
  116.95  125.09 11.0037 21.5302 75.5724 67.6921 129.941 116.889   -68.7 -60.427 18.4865 92.9625 121.065  26.327 -71.689  -24.22 -37.998 87.1107 194.639  -57.89 95.5299 26.7028 22.7885 21.5836  21.219 19.9414 20.9735 14.9145
 114.528 123.327 10.4218 21.3315 76.6177 68.1236 128.625 117.602 -70.044 -61.604 16.4218 92.7386 120.808 22.9075 -72.188 -22.826 -39.249 83.4945 188.925 -60.614 57.6429 26.4705 22.7669 21.5822 21.2337 19.9609 20.9956 14.9145
 112.131 121.447 9.49259 21.4316 77.1286 68.5337 126.465 117.859 -71.614 -62.975 14.3016 92.6204 120.507 19.3993 -72.817 -21.674 -40.237 80.1896 182.434 -61.296 11.8009   26.47  22.755 21.5793 21.2484 19.9831 21.0141 14.9145
 109.663 119.283 8.32133 21.8259 77.1839 68.8696 123.517 117.617 -73.435 -64.572 11.9834 92.2824 120.141 15.6387 -73.616 -20.779 -40.893 77.3404 175.359 -61.305 -39.709 26.7315 22.7411 21.5681 21.2675 20.0057 21.0344 14.9145
  107.06  116.73 7.02723 22.4688  76.911  69.082 119.908 116.871 -75.423 -66.294 9.38412 91.4015 119.719 11.5265 -74.531 -20.104 -41.148 75.0639 167.927 -59.519 -92.111 27.2254 22.7098 21.5497 21.2938 20.0254 21.0619 14.9145
 104.286 113.761 5.69523 23.3231   76.42 69.2095 115.842 115.651 -77.399 -67.957 6.44773 89.7423 119.256 7.16173  -75.44 -19.583 -40.941 73.4389 160.372 -53.959 -139.25 27.9127  22.654 21.5328 21.3222 20.0376 21.0948 14.9145
 101.276 110.379 4.36378 24.3776 75.7759 69.3622 111.558 113.999 -79.141 -69.361 3.19756 87.2302 118.711 2.66579 -76.199 -19.151 -40.252 72.4736 152.899 -44.893 -176.24 28.7778 22.5774 21.5236 21.3433 20.0384 21.1247 14.9145
 97.9704 106.605 3.07918 25.5965 75.0333 69.5724 107.287 111.938 -80.425 -70.316 -0.1229 83.9786 117.946 -1.8673 -76.677 -18.757 -39.116 72.0772 145.652 -35.148 -201.21 29.8218 22.4851 21.5193 21.3524  20.027 21.1456 14.9145
 94.3943 102.531    1.94 26.8797 74.3174 69.7425 103.278 109.535 -80.998  -70.58 -3.1357 80.2852 116.829 -6.3016 -76.709 -18.302 -37.602 72.1077 138.765 -27.128 -214.65 31.0405 22.3786 21.5153  21.352 20.0072 21.1585 14.9145
 90.6409 98.3133 1.04966 28.1068 73.8236 69.7694 99.8333 106.981 -80.533 -69.816 -5.6061 76.5935 115.363 -10.375 -76.055 -17.572 -35.779 72.4518 132.433 -20.313  -217.6 32.3963 22.2622  21.512 21.3459 19.9863  21.167 14.9145
 86.7879 94.0779 0.43837 29.2106 73.7092 69.6736 97.2743 104.584 -78.672 -67.664 -7.5405 73.3081 113.723  -13.57 -74.456 -16.311 -33.736 73.0333 126.895 -11.755 -210.67 33.7962 22.1458 21.5141 21.3339 19.9729 21.1725 14.9145
 82.8554 89.8442 0.05959  30.181 74.0456 69.5945 95.8839 102.668 -75.126 -63.865 -9.0902 70.6062 112.098 -15.193 -71.709 -14.332 -31.616 73.7801  122.37 1.32619  -194.5 35.1248 22.0405 21.5233 21.3151 19.9738 21.1739 14.9145
 78.8077 85.5347 -0.1532 31.0127 74.8734 69.6929  95.887 101.494 -69.746 -58.317 -10.434 68.4595 110.537 -14.711 -67.696 -11.565 -29.606  74.632 118.989 18.6177 -171.02 36.3077 21.9533 21.5351 21.2933 19.9908 21.1702 14.9145
 74.5417 81.0111 -0.2637 31.6973 76.1927 70.1151 97.4102 101.226 -62.551 -51.068 -11.721 66.7419 108.977  -12.11 -62.401 -8.0289 -27.917 75.5759 116.761 36.1999 -143.61 37.3346 21.8848 21.5429  21.275 20.0209 21.1627 14.9145
 69.8521 76.0679 -0.3444 32.2538 77.8723 71.0104 100.364 101.901 -53.782 -42.336 -13.108 65.2929 107.296 -8.0692 -56.022 -3.8395 -26.772 76.6187 115.537 49.8527 -115.98 38.2455 21.8327 21.5426 21.2636 20.0588 21.1554 14.9145
 64.3961 70.3484 -0.4322 32.6917 79.6491 72.4427 104.335 103.326 -43.962 -32.584 -14.708 63.9138 105.177 -3.9051 -49.087 0.68119 -26.428 77.6639 114.935 58.8576 -91.283 39.1036 21.7946  21.536 21.2559 20.0988  21.152 14.9145
 57.6825 63.2611 -0.4609 32.9392 81.1962 74.2456 108.602 104.999 -33.906 -22.586 -16.434 62.2973 102.019 -1.2518 -42.484 4.87342 -27.189 78.3993 114.329 65.8155 -72.318 39.9734 21.7665 21.5291 21.2458 20.1335 21.1521 14.9145
 49.1312 54.0434 -0.2852 32.8634 82.0953 76.0172 112.263 106.153 -24.622 -13.367 -18.134 60.0011 97.1375 -1.5554 -37.369 7.74648 -29.349 78.3233 112.932 72.7074 -62.033 40.9039 21.7421 21.5275 21.2316  20.155 21.1514 14.9145
 38.1938 41.9357 0.23353 32.3469 81.7598 77.2233  114.35 105.893 -17.195 -6.0917 -19.893 56.5167 89.9743 -5.7996 -35.021 8.09876 -33.105 76.8534 109.904 78.3274 -62.762 41.9071 21.7126 21.5334  21.218 20.1602 21.1448 14.9145
 24.4379 26.2902 1.20141 31.3004 79.5066 77.2233 113.878 103.274 -12.727 -1.9836 -22.052 51.2997 79.9251 -14.614 -36.692 4.63888 -38.485 73.4113 104.393 80.4362 -74.774 42.9576 21.6663 21.5478 21.2078 20.1544 21.1281 14.9145
 7.59437 6.64064 2.73658 29.6141 74.7839 75.2063 109.938  97.383  -12.25 -2.2076 -25.015 43.7167 65.9612 -28.433 -43.426 -3.8527 -45.269 67.5193 95.5949 79.4299  -95.72 44.0273 21.5888 21.5728  21.197  20.148 21.0996 14.9145
 -12.347 -17.161 5.00659 27.1264 67.2987 70.1982 101.791 87.4422 -16.598 -7.6954 -29.148 33.0024 46.7284 -47.614 -55.907 -18.281 -52.884 58.9002 82.8287 78.3465 -121.31 45.1105 21.4658 21.6104 21.1774 20.1491 21.0615 14.9145
 -35.026 -44.812 8.18429 23.6735 56.9042 61.2062 88.8824 72.8852 -26.348 -19.031 -34.797 18.3419 21.2353 -72.507 -74.434 -39.011 -60.377 47.4926 65.5282 79.1015 -147.18 46.1952 21.2906 21.6588 21.1449 20.1608   21.02 14.9145
 -59.651 -75.444 12.3167 19.2179 43.4422 47.3576 70.8303 53.3838 -41.788 -36.403 -42.321 -0.8247 -10.632 -103.24 -98.885 -65.743  -66.46 33.4193 43.2158 80.0729 -170.22 47.2166 21.0644 21.7119  21.104 20.1826  20.983 14.9145
 -84.957 -107.47  17.236 13.9319 26.7516 27.9646 47.5311 28.9227 -62.786 -59.516  -52.04 -24.546 -48.053  -139.3 -128.51 -97.429 -69.558 17.0293 15.6098 78.3775 -188.38 48.0715  20.795 21.7653  21.062 20.2117 20.9539 14.9145
 -109.18 -138.51 22.5847 8.17061 6.81439 2.69537 19.3394  -0.047 -88.585 -87.462 -64.099 -52.428 -89.289  -179.2 -161.66 -132.18 -67.907 -1.0039  -17.15 73.6373 -200.01 48.6826 20.4995 21.8192 21.0192 20.2429 20.9311 14.9145
 -130.18 -165.58 27.8628 2.42981 -16.084 -28.058 -12.768  -32.43 -117.65  -118.6  -78.43 -83.694 -131.66 -220.27 -195.76 -167.22 -59.813 -19.608 -54.273 68.0662 -203.96 49.0221 20.2057 21.8734 20.9723 20.2685  20.912 14.9145
 -145.68 -185.44 32.4492 -2.6725  -41.19 -62.802 -47.056 -66.332 -147.58 -150.45 -94.805 -117.07 -171.71 -258.81  -227.3 -198.85 -44.062 -37.262 -94.114 62.7876 -200.21  49.099 19.9461 21.9223 20.9238 20.2817 20.8968 14.9145
 -153.75 -195.21 35.6174 -6.4145 -67.147 -98.721 -80.963 -98.978 -175.12 -179.64  -112.8 -150.61 -205.52 -290.62 -252.11  -222.7 -20.383 -52.002 -134.06 55.5134 -189.73   48.96  19.747 21.9559 20.8824 20.2791 20.8894 14.9145
 -153.18 -192.94 36.5963 -8.0351 -92.004  -131.8 -111.28 -126.91  -196.4 -202.23 -131.61 -181.68 -228.96 -311.62 -265.74 -234.13 10.1848 -61.636 -170.69 42.9444  -173.6 48.6816 19.6245  21.968 20.8544 20.2612 20.8924 14.9145
  -143.9 -178.32 34.7611 -6.9172 -113.34 -157.51  -134.6  -146.6  -207.6 -214.28 -149.81 -207.07 -238.26  -318.2 -264.25 -229.21 45.1585 -64.255 -200.34 24.6991 -152.62 48.3458 19.5905 21.9605 20.8397 20.2297 20.9062 14.9145
 -127.12 -152.96 29.8535 -2.7908 -128.58 -171.87 -147.94 -155.22 -205.56 -212.69 -164.95 -223.37 -230.54 -307.68    -245 -205.78 80.8323 -58.864  -219.8 3.61153 -128.11 48.0348 19.6601  21.939 20.8357 20.1858 20.9315 14.9145
